Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64e60ade537c38e058fb609b,61650ba8e42101c561bf7335,APPROVED,2023-08-23T13:36:11.728000Z,2023-08-23T14:10:18.370000Z,2023-08-23T14:10:19.176000,2023-08-23T14:10:19.103742Z,2047,CRSWQ1W7,662,19,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e60b3b71edc3bee2c3052c,5b32dc02975e260001e97eb1,APPROVED,2023-08-23T13:36:04.649000Z,2023-08-23T13:50:41.399000Z,2023-08-23T13:50:46.901000,2023-08-23T13:50:46.808636Z,877,CRSWQ1W7,149,28,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e60bd939cb5c3b54453fdc,600604af2e88fb932d0b7aec,APPROVED,2023-08-23T13:38:36.938000Z,2023-08-23T13:48:48.072000Z,2023-08-23T13:48:49.080000,2023-08-23T13:48:49.008743Z,612,CRSWQ1W7,1112,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e60c08485f866f516002ba,58a5cf959e040a0001399f07,APPROVED,2023-08-23T13:39:23.084000Z,2023-08-23T13:49:33.762000Z,2023-08-23T13:49:34.353000,2023-08-23T13:49:34.261035Z,611,CRSWQ1W7,5360,31,Female,White,United States,United States,United States,English,No,Full-Time
64e60c580c5b1b9c844f6005,5815767b0643a600016f0e72,APPROVED,2023-08-23T13:40:46.898000Z,2023-08-23T13:58:46.225000Z,2023-08-23T13:58:46.785000,2023-08-23T13:58:46.697855Z,1080,CRSWQ1W7,1371,52,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64e60c995cdfbe4e0b948bcd,610830330f8703acbc7cc9d6,APPROVED,2023-08-23T13:41:49.719000Z,2023-08-23T13:52:32.611000Z,2023-08-23T13:52:33.255000,2023-08-23T13:52:33.172444Z,643,CRSWQ1W7,2630,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e60cbac32cfe6864b57321,5e837e917441520b9c662931,APPROVED,2023-08-23T13:42:29.074000Z,2023-08-23T14:02:40.206000Z,2023-08-23T14:03:16.194000Z,2023-08-23T14:03:31.108014Z,1212,CRSWQ1W7,1782,DATA_EXPIRED,Female,Other,DATA_EXPIRED,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
64e60d33ad13d262bf07dbe5,61202b6be797314915cb1bd7,APPROVED,2023-08-23T13:45:09.718000Z,2023-08-23T13:59:08.451000Z,2023-08-23T13:59:09.088000,2023-08-23T13:59:09.034522Z,839,CRSWQ1W7,1128,21,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e60d7fd6a65a4f8a6272ef,63eab44b1f5d72735bae1146,APPROVED,2023-08-23T13:45:42.108000Z,2023-08-23T13:54:18.154000Z,2023-08-23T13:54:18.817000,2023-08-23T13:54:18.700436Z,517,CRSWQ1W7,260,44,Female,White,United States,United States,United States,English,No,Part-Time
64e60ec6a808d6a0d2f6ba25,611131e47725f6a04c723651,APPROVED,2023-08-23T13:51:05.552000Z,2023-08-23T14:07:28.214000Z,2023-08-23T14:07:28.869000,2023-08-23T14:07:28.849443Z,983,CRSWQ1W7,2400,28,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64e60f5902a9369e8d153923,603039c84bcf02e81ae8a052,APPROVED,2023-08-23T13:53:34.051000Z,2023-08-23T14:04:10.440000Z,2023-08-23T14:04:15.413000,2023-08-23T14:04:12.358667Z,637,CRSWQ1W7,2573,40,Male,White,United States,United States,United States,English,No,Full-Time
64e60f5947ff5c8b10512ff2,64135f3a5f83c8b43e569213,APPROVED,2023-08-23T13:53:51.165000Z,2023-08-23T14:11:20.021000Z,2023-08-23T14:11:20.654000,2023-08-23T14:11:20.538490Z,1049,CRSWQ1W7,582,18,Female,Black,United States,United States,United States,English,No,Full-Time
64e60f5bac8ab856fad34164,5c9293accd8dd00001d0b129,APPROVED,2023-08-23T13:53:41.879000Z,2023-08-23T14:12:17.249000Z,2023-08-23T14:12:17.865000,2023-08-23T14:12:17.762622Z,1116,CRSWQ1W7,3845,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e60f6693115b5a194ef6d1,5cfc38f7ee119e001803dd01,APPROVED,2023-08-23T13:53:46.639000Z,2023-08-23T14:05:28.021000Z,2023-08-23T14:05:28.613000,2023-08-23T14:05:28.547156Z,702,CRSWQ1W7,1929,28,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e60f7caf4a74f380e8d89d,6100d0faf8c8f22b10df3873,APPROVED,2023-08-23T13:54:06.721000Z,2023-08-23T14:09:23.403000Z,2023-08-23T14:09:23.993000,2023-08-23T14:09:23.936675Z,917,CRSWQ1W7,398,25,Female,Other,United States,United States,United States,English,No,DATA_EXPIRED
64e60faa2675c401070fc9b0,5671927473f58b000d664293,APPROVED,2023-08-23T13:55:07Z,2023-08-23T14:13:51.254000Z,2023-08-23T14:13:51.888000,2023-08-23T14:13:51.817193Z,1125,CRSWQ1W7,1452,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
64e60fe40ff36f3ad378a0cc,62b1ed31eaaaa61b18c69032,APPROVED,2023-08-23T13:56:08.097000Z,2023-08-23T14:05:51.499000Z,2023-08-23T14:05:52.071000,2023-08-23T14:05:51.997564Z,584,CRSWQ1W7,1550,35,Female,White,United States,United States,United States,English,No,Full-Time
64e6100f0d9e03bdf017b5d9,5df81cd72713055bdf02efd8,APPROVED,2023-08-23T13:56:57.154000Z,2023-08-23T14:13:16.655000Z,2023-08-23T14:13:17.248000,2023-08-23T14:13:17.167509Z,980,CRSWQ1W7,2627,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e61037dd9677f398eec88b,63ed1b44dc847ac2c0e41f82,APPROVED,2023-08-23T13:57:14.568000Z,2023-08-23T14:05:07.144000Z,2023-08-23T14:05:07.726000,2023-08-23T14:05:07.654455Z,473,CRSWQ1W7,1009,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
64e6105ac99f9b7f5db90284,5c55b95b91c0ad0001cf86ab,APPROVED,2023-08-23T13:57:52.302000Z,2023-08-23T14:12:57.133000Z,2023-08-23T14:12:57.796000,2023-08-23T14:12:57.719780Z,905,CRSWQ1W7,3303,48,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64e6108cece8cdee5b7aef7c,5ea95ca4936cd3035f7e3e3a,APPROVED,2023-08-23T13:58:45.634000Z,2023-08-23T14:11:42.201000Z,2023-08-23T14:11:43.932000,2023-08-23T14:11:43.861636Z,777,CRSWQ1W7,2598,38,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64e6108d1ac61586af627303,5e74e1df5ae15103a51a1ee8,APPROVED,2023-08-23T13:59:01.230000Z,2023-08-23T14:08:52.739000Z,2023-08-23T14:08:55.495000Z,2023-08-23T14:08:58.134440Z,592,CRSWQ1W7,995,34,Male,Other,United States,United States,United States,English,Yes,Full-Time
64e61090cfd7bc3a048b683e,6274275522cd2c183be830b0,APPROVED,2023-08-23T13:58:54.523000Z,2023-08-23T14:16:52.528000Z,2023-08-23T14:16:53.561000,2023-08-23T14:16:53.563932Z,1079,CRSWQ1W7,1352,51,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
64e610a303edcbe95bf6b9d6,5c511ead2423780001086a92,APPROVED,2023-08-23T13:59:05.661000Z,2023-08-23T14:15:41.828000Z,2023-08-23T14:15:53.776000Z,2023-08-23T14:15:58.815419Z,997,CRSWQ1W7,1760,48,Female,Mixed,United States,United States,United States,English,No,Full-Time
64e610daa91b7e711a25b61c,5ecbe5e254cc883c02f52be8,APPROVED,2023-08-23T13:59:59.279000Z,2023-08-23T14:12:45.282000Z,2023-08-23T14:12:45.878000,2023-08-23T14:12:45.784685Z,767,CRSWQ1W7,3421,64,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e610f74c2a015cb622ad4a,6462c584d3863d452bc1f8d2,APPROVED,2023-08-23T14:00:34.972000Z,2023-08-23T14:39:08.358000Z,2023-08-23T14:39:09.043000,2023-08-23T14:39:08.968476Z,2314,CRSWQ1W7,163,49,Male,White,United States,United States,United States,English,No,Full-Time
64e61102edfe74dbe48d678a,589a46af57995d0001a8a03a,APPROVED,2023-08-23T14:00:45.851000Z,2023-08-23T14:19:36.781000Z,2023-08-23T14:19:37.993000,2023-08-23T14:19:37.920987Z,1131,CRSWQ1W7,3961,43,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64e611067c0ce2a62e047de7,63bb4ea524b89495f4bad8af,APPROVED,2023-08-23T14:00:54.354000Z,2023-08-23T14:27:13.647000Z,2023-08-23T14:27:14.194000,2023-08-23T14:27:14.105045Z,1580,CRSWQ1W7,785,40,Male,White,United States,United States,United States,English,No,Part-Time
64e611096ad3b77f57512ff4,645b64a4db6c2fa817932d6e,APPROVED,2023-08-23T14:00:45.167000Z,2023-08-23T14:47:21.519000Z,2023-08-23T14:47:22.781000,2023-08-23T14:47:22.703249Z,2797,CRSWQ1W7,376,62,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e611238dbf182043641194,62d43cee3d60ac98c1dcacc8,APPROVED,2023-08-23T14:01:09.652000Z,2023-08-23T14:18:15.064000Z,2023-08-23T14:18:15.721000,2023-08-23T14:18:15.650789Z,1026,CRSWQ1W7,2376,26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6113be7ef6fb09e6590e0,63f7a84b6e32b3b093b7b241,APPROVED,2023-08-23T14:01:34.067000Z,2023-08-23T14:08:56.334000Z,2023-08-23T14:08:57.282000,2023-08-23T14:08:57.170216Z,443,CRSWQ1W7,1479,28,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
64e6114c0e49407f5feec869,5a8c2da3eea3d300016ea27c,APPROVED,2023-08-23T14:03:04.569000Z,2023-08-23T14:15:55.244000Z,2023-08-23T14:16:00.489000Z,2023-08-23T14:16:02.784031Z,771,CRSWQ1W7,3939,56,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e611633b80b585479abbc4,5ceac8abb5a9d90001c07ec0,APPROVED,2023-08-23T14:02:34.006000Z,2023-08-23T14:38:44.821000Z,2023-08-23T14:38:50.582000,2023-08-23T14:38:45.493772Z,2171,CRSWQ1W7,1754,32,Female,Other,United States,United States,United States,English,No,Full-Time
64e6117d627cc5cf7c78a10d,603e370c5ed1c2db2c3bde24,APPROVED,2023-08-23T14:02:43.174000Z,2023-08-23T14:19:52.890000Z,2023-08-23T14:19:53.741000,2023-08-23T14:19:53.667298Z,1030,CRSWQ1W7,4292,37,Male,White,United States,United States,United States,English,Yes,Full-Time
64e6118f3d975ea5e9e315bc,628b8ef9ef5432197c27bbc9,APPROVED,2023-08-23T14:03:03.045000Z,2023-08-23T14:16:28.251000Z,2023-08-23T14:16:28.914000Z,2023-08-23T14:16:29.125749Z,806,CRSWQ1W7,1772,33,Male,Black,United States,United States,United States,English,No,Part-Time
64e61191034b4e1c098cfdca,62def0e20f5de21c88a7ffe7,APPROVED,2023-08-23T14:03:01.475000Z,2023-08-23T14:17:30.523000Z,2023-08-23T14:17:31.240000,2023-08-23T14:17:31.135437Z,870,CRSWQ1W7,1186,30,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e61199f915d459b6829be8,627e7b6d33e1df14160c05ba,APPROVED,2023-08-23T14:08:34.514000Z,2023-08-23T14:56:18.703000Z,2023-08-23T14:56:19.320000,2023-08-23T14:56:19.222895Z,2865,CRSWQ1W7,1097,25,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e611a46bd433be7f7d123d,55ad1d55fdf99b4c8f9941d4,APPROVED,2023-08-23T14:03:20.854000Z,2023-08-23T14:21:15.103000Z,2023-08-23T14:21:16.001000,2023-08-23T14:21:15.921347Z,1075,CRSWQ1W7,2551,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
64e611bce22b4828f0cd45b0,63b6c0245a6de54b28e6ef89,APPROVED,2023-08-23T14:03:45.524000Z,2023-08-23T14:15:03.074000Z,2023-08-23T14:15:18.414000Z,2023-08-23T14:15:35.814429Z,678,CRSWQ1W7,1262,36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e611c4b47db8b0a1b7e82c,631f3abc8826b6e7e8982648,APPROVED,2023-08-23T14:03:53.690000Z,2023-08-23T14:18:03.498000Z,2023-08-23T14:18:04.091000,2023-08-23T14:18:03.999548Z,850,CRSWQ1W7,1617,36,Female,White,United States,United States,United States,English,No,Full-Time
64e611c5cbe2faada15fa756,60fd6a2e013bff4b729c6dec,APPROVED,2023-08-23T14:03:52.816000Z,2023-08-23T14:15:59.128000Z,2023-08-23T14:16:03.759000Z,2023-08-23T14:16:05.042045Z,727,CRSWQ1W7,3502,44,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e611c8dcb121d845997e7f,6036a2f8ca97af126e1e0706,APPROVED,2023-08-23T14:03:59.632000Z,2023-08-23T14:24:46.274000Z,2023-08-23T14:24:46.901000,2023-08-23T14:24:46.833801Z,1247,CRSWQ1W7,821,32,Male,White,United States,United States,United States,English,No,Full-Time
64e611cdc35eab655d047da1,5b9ec956c8a17f000171f7ad,APPROVED,2023-08-23T14:06:49.173000Z,2023-08-23T14:19:17.811000Z,2023-08-23T14:19:18.529000,2023-08-23T14:19:18.447967Z,749,CRSWQ1W7,5181,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e611dc614bba17597aef20,5ba259603bf2350001a54284,APPROVED,2023-08-23T14:04:21.313000Z,2023-08-23T14:20:44.369000Z,2023-08-23T14:20:45.194000,2023-08-23T14:20:45.111977Z,984,CRSWQ1W7,3168,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e611dce369bd06b86f71ca,647bbb93aebd39c3a3c3a400,APPROVED,2023-08-23T14:04:18.903000Z,2023-08-23T14:33:43.959000Z,2023-08-23T14:33:44.602000,2023-08-23T14:33:44.530252Z,1766,CRSWQ1W7,333,50,Male,White,United States,United States,United States,English,No,Full-Time
64e611f23769b7f1374ef6fc,58e558cc728bea0001bbda24,APPROVED,2023-08-23T14:04:37.537000Z,2023-08-23T14:17:25.027000Z,2023-08-23T14:17:25.684000,2023-08-23T14:17:25.603992Z,768,CRSWQ1W7,2869,66,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e611f30a5784401494bb00,641386b1cb9a9c1e3569d4ee,APPROVED,2023-08-23T14:04:39.303000Z,2023-08-23T14:12:30.577000Z,2023-08-23T14:12:31.199000,2023-08-23T14:12:31.096951Z,472,CRSWQ1W7,719,52,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64e611f50a5784401494bb01,6465cd750298e0714b6391cf,APPROVED,2023-08-23T14:11:55.036000Z,2023-08-23T14:45:12.070000Z,2023-08-23T14:45:13.080000,2023-08-23T14:45:12.998260Z,1998,CRSWQ1W7,313,53,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e61200bfea5ab278987a22,5ebe015ae70ab70008895dbd,APPROVED,2023-08-23T14:04:52.284000Z,2023-08-23T14:18:37.306000Z,2023-08-23T14:18:38.315000,2023-08-23T14:18:38.248353Z,826,CRSWQ1W7,3802,60,Male,Black,Trinidad and Tobago,United States,United States,English,No,Full-Time
64e6120c8f2b60ee43d2a1cf,6172b88315142e4eaa555c95,APPROVED,2023-08-23T14:05:08.427000Z,2023-08-23T14:26:50.435000Z,2023-08-23T14:26:51.165000,2023-08-23T14:26:51.074025Z,1303,CRSWQ1W7,636,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e612135484771e2494bb43,62c41fe598ab94de4d4f021e,APPROVED,2023-08-23T14:05:44.985000Z,2023-08-23T14:30:06.580000Z,2023-08-23T14:30:07.458000Z,2023-08-23T14:30:07.598340Z,1462,CRSWQ1W7,1209,27,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6121a0a5784401494bb09,60fcb2b45504d8488ab13968,APPROVED,2023-08-23T14:05:19.156000Z,2023-08-23T14:33:32.410000Z,2023-08-23T14:33:33.067000,2023-08-23T14:33:32.972009Z,1694,CRSWQ1W7,1636,27,Female,White,United States,United States,United States,English,No,Full-Time
64e612270ddc1029202d6758,62bd685ac3edc9ad0d77812b,APPROVED,2023-08-23T14:14:23.336000Z,2023-08-23T14:36:54.617000Z,2023-08-23T14:36:55.410000,2023-08-23T14:36:55.321460Z,1352,CRSWQ1W7,1258,35,Male,Black,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6122f668c0c44185b4ab0,63b4a880e615d21a58306118,APPROVED,2023-08-23T14:05:39.699000Z,2023-08-23T14:24:56.382000Z,2023-08-23T14:24:57.439000,2023-08-23T14:24:57.366935Z,1157,CRSWQ1W7,1218,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e612353fd8a63bd7997e56,571e332b1bdf1a00119149f2,APPROVED,2023-08-23T14:05:44.689000Z,2023-08-23T14:17:17.593000Z,2023-08-23T14:17:18.443000,2023-08-23T14:17:18.374586Z,693,CRSWQ1W7,973,42,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e612390bb981712dfa50ac,60ae888883acfc2413cc459b,APPROVED,2023-08-23T14:05:51.980000Z,2023-08-23T14:14:00.215000Z,2023-08-23T14:14:00.848000,2023-08-23T14:14:00.728139Z,489,CRSWQ1W7,478,51,Female,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
64e612592142cce819465c6b,5a53e59af6c5170001949a39,APPROVED,2023-08-23T14:06:22.397000Z,2023-08-23T14:21:21.825000Z,2023-08-23T14:21:22.488000,2023-08-23T14:21:22.395050Z,900,CRSWQ1W7,2686,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6128a034b4e1c098cfe10,63d7d0047975f39570dfa810,APPROVED,2023-08-23T14:07:09.528000Z,2023-08-23T14:16:49.817000Z,2023-08-23T14:16:50.485000,2023-08-23T14:16:50.387630Z,581,CRSWQ1W7,959,31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e61297887bf7190b6002ee,63e84a9ea3f6d5acdc598a6a,APPROVED,2023-08-23T14:07:42.942000Z,2023-08-23T14:29:45.571000Z,2023-08-23T14:30:02.444000,2023-08-23T14:30:00.295781Z,1323,CRSWQ1W7,239,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e612b99aee2e2fbde315d9,5d45c2d1da9cb60015aa4312,APPROVED,2023-08-23T14:07:57.343000Z,2023-08-23T14:16:07.090000Z,2023-08-23T14:16:08.387000Z,2023-08-23T14:16:08.766209Z,490,CRSWQ1W7,5063,42,Female,White,United States,United States,United States,English,No,Full-Time
64e612d149d945146f4da726,63ea57ad96938519ddfa4e51,APPROVED,2023-08-23T14:08:40.720000Z,2023-08-23T14:43:02.308000Z,2023-08-23T14:43:03.250000,2023-08-23T14:43:03.236461Z,2062,CRSWQ1W7,169,27,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e612d3ee31d20c1f44ebe0,58404dae32e21e0001f80519,APPROVED,2023-08-23T14:08:22.329000Z,2023-08-23T14:23:33.025000Z,2023-08-23T14:23:39.826000,2023-08-23T14:23:39.765399Z,911,CRSWQ1W7,837,28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64e612d509a203048021ade8,5f91d9adb450ef0b0940c4bd,APPROVED,2023-08-23T14:08:23.644000Z,2023-08-23T14:23:02.529000Z,2023-08-23T14:23:03.368000,2023-08-23T14:23:03.299054Z,879,CRSWQ1W7,292,30,Male,White,United States,United States,United States,English,No,Full-Time
64e612e9682e28199af6b9df,647665d88d8d555b082b9604,APPROVED,2023-08-23T14:10:02.989000Z,2023-08-23T14:28:43.137000Z,2023-08-23T14:28:44.162000,2023-08-23T14:28:44.411897Z,1121,CRSWQ1W7,270,36,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64e612eadab30f6b88608950,5c46353e11509900018e24b4,APPROVED,2023-08-23T14:08:48.265000Z,2023-08-23T14:21:43.945000Z,2023-08-23T14:21:44.608000,2023-08-23T14:21:44.537439Z,776,CRSWQ1W7,605,37,Female,White,United States,United States,United States,English,No,Part-Time
64e612f255307be7a294bae1,55aeaeb3fdf99b5c769f1f7c,APPROVED,2023-08-23T14:13:51.160000Z,2023-08-23T14:32:47.554000Z,2023-08-23T14:32:48.247000,2023-08-23T14:32:48.172933Z,1137,CRSWQ1W7,6035,61,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6130b3effe34f2efa9ea9,5dee8ee31255595293a9906b,APPROVED,2023-08-23T14:09:46.368000Z,2023-08-23T14:18:45.027000Z,2023-08-23T14:18:45.587000,2023-08-23T14:18:45.514654Z,539,CRSWQ1W7,1020,35,Male,White,United States,United States,United States,English,No,Full-Time
64e6131a7bc6459392d0aa62,628f76b86068bc13224921ce,APPROVED,2023-08-23T14:09:37.815000Z,2023-08-23T14:20:33.388000Z,2023-08-23T14:20:34.063000,2023-08-23T14:20:33.991021Z,656,CRSWQ1W7,3077,33,Male,White,United States,United States,United States,English,Yes,Full-Time
64e6131b5e762089242554b7,63f7cf04c7b1a4c4972e9254,APPROVED,2023-08-23T14:12:01.822000Z,2023-08-23T14:33:39.509000Z,2023-08-23T14:33:40.333000,2023-08-23T14:33:40.228568Z,1298,CRSWQ1W7,851,43,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
64e61329e59ffb0ab05c7d34,644e44af7a8a169a3a8ffd52,APPROVED,2023-08-23T14:09:52.083000Z,2023-08-23T14:23:07.291000Z,2023-08-23T14:23:07.928000,2023-08-23T14:23:07.816703Z,796,CRSWQ1W7,723,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
64e6132f7b60f9a51a225dd7,5b211cda68a5ed000173e9c0,APPROVED,2023-08-23T14:10:09.404000Z,2023-08-23T14:20:39.070000Z,2023-08-23T14:20:39.685000,2023-08-23T14:20:39.580371Z,630,CRSWQ1W7,598,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e613300bc6358e8d5b4aa8,58d552e09dbe3f00012591f2,APPROVED,2023-08-23T14:09:57.049000Z,2023-08-23T14:22:42.699000Z,2023-08-23T14:22:43.279000,2023-08-23T14:22:43.209173Z,766,CRSWQ1W7,1920,47,Female,White,United States,United States,United States,English,No,Full-Time
64e613306ce007738aa5ddfa,5dd4c2f2390fb648f7baf4d2,APPROVED,2023-08-23T14:09:55.371000Z,2023-08-23T14:20:50.879000Z,2023-08-23T14:20:51.438000,2023-08-23T14:20:51.362472Z,656,CRSWQ1W7,3709,26,Female,White,United States,United States,United States,English,No,Part-Time
64e6134740773712ee3eda91,58f1017ac325470001795b01,APPROVED,2023-08-23T14:10:20.057000Z,2023-08-23T14:20:08.206000Z,2023-08-23T14:20:08.950000,2023-08-23T14:20:08.878294Z,589,CRSWQ1W7,1813,39,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64e6134a682e28199af6b9f2,6162d7f2f4d650e7eec2e5b7,APPROVED,2023-08-23T14:11:47.454000Z,2023-08-23T14:46:53.113000Z,2023-08-23T14:46:53.783000,2023-08-23T14:46:53.678164Z,2106,CRSWQ1W7,4035,31,Female,White,United States,United States,United States,English,No,Full-Time
64e6134feb6f4246e6153969,5a78e410ae9a0b0001a97274,APPROVED,2023-08-23T14:10:28.315000Z,2023-08-23T14:17:29.625000Z,2023-08-23T14:17:30.431000,2023-08-23T14:17:30.326281Z,422,CRSWQ1W7,3684,32,Female,White,United States,United States,United States,English,Yes,Full-Time
64e61356f91d7ce26f047d99,6331b9456956d880a1e4632f,APPROVED,2023-08-23T14:10:34.418000Z,2023-08-23T14:24:58.615000Z,2023-08-23T14:24:59.660000,2023-08-23T14:24:59.668754Z,865,CRSWQ1W7,2381,40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6135ccad0e5142e98eb6a,5e84bd7c34d5d9072128fac1,APPROVED,2023-08-23T14:11:01.235000Z,2023-08-23T14:35:01.269000Z,2023-08-23T14:35:01.912000,2023-08-23T14:35:01.822607Z,1441,CRSWQ1W7,2942,36,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64e6135d36e60daca59f5661,61283769a39dd638c256540c,APPROVED,2023-08-23T14:10:40.755000Z,2023-08-23T14:40:44.105000Z,2023-08-23T14:40:44.819000,2023-08-23T14:40:44.723838Z,1804,CRSWQ1W7,3300,46,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e6136e93c4209ebc09fe87,63d04a5f7878a7b80ffc1a23,APPROVED,2023-08-23T14:10:58.300000Z,2023-08-23T14:25:29.087000Z,2023-08-23T14:25:29.651000Z,2023-08-23T14:25:30.068887Z,871,CRSWQ1W7,739,30,Male,Mixed,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
64e613764ff3e88d9b225dd1,6032f9d56de00f37d060a779,APPROVED,2023-08-23T14:11:10.066000Z,2023-08-23T14:22:50.631000Z,2023-08-23T14:22:51.288000,2023-08-23T14:22:51.192085Z,701,CRSWQ1W7,373,34,Female,White,United States,United States,United States,English,No,Full-Time
64e61379c34980840a8cfe06,5d37ad921c16bb0015281337,APPROVED,2023-08-23T14:11:08.405000Z,2023-08-23T14:22:51.621000Z,2023-08-23T14:22:52.263000,2023-08-23T14:22:52.164712Z,704,CRSWQ1W7,2647,38,Female,White,United States,United States,United States,English,No,Part-Time
64e6137ed13ca82e488d67b7,63f0fb9941434d10e8e4909b,APPROVED,2023-08-23T14:17:17.456000Z,2023-08-23T14:52:17.438000Z,2023-08-23T14:52:18.551000,2023-08-23T14:52:18.476941Z,2100,CRSWQ1W7,1449,44,Male,Mixed,United States,United States,United States,English,No,Full-Time
64e613b904b73363a6d2a19f,5e07d174da6bad1342bafab2,APPROVED,2023-08-23T14:12:09.533000Z,2023-08-23T14:22:55.130000Z,2023-08-23T14:22:55.736000,2023-08-23T14:22:55.670011Z,646,CRSWQ1W7,4103,39,Male,White,United States,United States,United States,English,No,Part-Time
64e613ba4ff3e88d9b225ddc,5b342c9da2982a0001dd9f25,APPROVED,2023-08-23T14:12:14.612000Z,2023-08-23T14:22:15.958000Z,2023-08-23T14:22:16.585000,2023-08-23T14:22:16.506646Z,602,CRSWQ1W7,5907,61,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
64e613c7b842f80635f539a0,632e9aa62793c18a857aece4,APPROVED,2023-08-23T14:12:30.911000Z,2023-08-23T14:32:06.023000Z,2023-08-23T14:32:06.637000,2023-08-23T14:32:06.548024Z,1176,CRSWQ1W7,1340,41,Male,White,United States,United States,United States,English,Yes,Due to start a new job within the next month
64e613ce16f53f7902659117,63d18d8eafb7fb418594761a,APPROVED,2023-08-23T14:12:57.123000Z,2023-08-23T14:26:14.556000Z,2023-08-23T14:26:15.129000,2023-08-23T14:26:15.026170Z,798,CRSWQ1W7,1210,35,Male,White,United States,United States,United States,English,No,Full-Time
